id,name,mainFood,subFood,skill,taste,difficulty,time
893,西红柿豌豆胡萝卜火腿炒玉米,"[西红柿,胡萝卜,玉米,豌豆,火腿]","[小葱,大蒜,花生油,盐,鸡精]",炒,咸鲜味,未知,15
894,拆烩鱼头,[鱼头],"[小葱,火腿,香菇,生姜,盐,花生油,花椒]",煮,咸鲜味,未知,60
895,可乐鸡翅,"[鸡翅,可乐]","[花生油,小葱,生姜,大蒜,盐,干辣椒,八角,香叶,桂皮,花椒]",炖,家常味,未知,15
896,辣椒炒土豆丝,"[土豆,花椒]","[花生油,酱油,盐,小葱,醋]",炒,家常味,未知,30
897,红烧狮子头,[猪肉],"[花生油,白菜,大葱,鸡蛋,盐,淀粉,料酒,酱油,八角,桂皮,冰糖,生姜,五香粉]",烧,家常味,初级入门,60
898,芹香炒黄豆,"[黄豆,西芹]","[盐,鸡精,生姜,大蒜,花椒,干辣椒,大葱,花生油]",炒,香辣味,初中水平,15
899,小胡巴牛肉汤,[牛肉],"[花生油,白萝卜,鸡蛋,淀粉,酱油,料酒,盐,小葱,胡椒粉]",煮,咸鲜味,初中水平,60
900,辣拌莲藕,[莲藕],"[花生油,白糖,醋,辣椒,大蒜,盐]",拌,香辣味,新手尝试,10
901,弹牛肉丸,[牛肉],"[盐,胡椒粉,淀粉,大蒜,花生油]",煮,黑椒味,初级入门,10
902,脆皮炸鸡翅,[鸡翅],"[花生油,盐,料酒,淀粉,孜然,酱油,辣椒粉,生姜,胡椒粉]",炸,奶香味,中级掌勺,30
903,香煎老豆腐回锅肉,"[猪肉,豆腐]","[花生油,辣椒酱,豆瓣酱,生姜,料酒,盐,酱油,白糖,大蒜,大葱]",炒,大蒜香味,中级掌勺,15
904,苦瓜炒肉片,"[苦瓜,猪肉]","[辣椒,豆豉,辣椒酱,生姜,大蒜,酱油,花生油,鸡精,蚝油,料酒,淀粉,白糖]",炒,咸鲜味,初中水平,15
905,文蛤炒鸡蛋,"[文蛤,鸡蛋]","[盐,胡萝卜,豌豆,花生油,洋葱]",炒,咸鲜味,初级入门,10
906,小白菜猪肉饼,"[小白菜,猪肉,小麦面粉]","[小葱,韭菜,淀粉,生姜,盐,酱油,花生油]",煎,家常味,初级入门,60
907,蜜汁叉烧豆腐角,"[豆腐,猪肉]","[盐,鸡精,酱油,花生油,芝麻,小葱,豆瓣酱,蜂蜜]",烧,酱香味,初中水平,15
908,西红柿土豆炖牛腩,"[牛腩,西红柿,土豆]","[小葱,生姜,花生油,冰糖,盐,大蒜,酱油,鸡精,料酒]",炖,酸甜味,新手尝试,2
909,拍黄瓜,[黄瓜],"[盐,花生,花生油,大蒜,辣椒油]",炒,家常味,新手尝试,5
910,皮蛋猪肉粥,"[大米,松花蛋,猪肉]","[小葱,花生油,盐,鸡精,生姜]",煮,家常味,新手尝试,60
911,砂锅焗小黄鱼,[小黄鱼],"[洋葱,生姜,大蒜,辣椒,小葱,花生油,蚝油,料酒,豆瓣酱,盐,白糖]",焗,家常味,初级入门,5
912,烧肉黄瓜,"[猪肉,黄瓜]","[花生油,盐,料酒,醋,白糖,酱油]",烧,家常味,初中水平,30
913,香肠炒大蒜,"[大蒜,香肠]","[花生油,盐,白糖,鸡精]",炒,家常味,新手尝试,10
914,素炒西兰花,[西兰花],"[大蒜,料酒,盐,酱油,花生油,小葱,鸡精,大葱,辣椒]",炒,咸鲜味,初级入门,5
915,爆炒四季豆,[四季豆],"[大蒜,腊肉,花生油,料酒,盐,蚝油]",炒,家常味,未知,30
916,百香果烧排骨,"[排骨,百香果]","[花生油,生姜,盐,酱油,冰糖,柠檬]",烧,酱香味,新手尝试,15
917,凉拌小扇贝,[扇贝],"[辣椒酱,香菜,胡萝卜,黄瓜,香菇,花生油,盐,大蒜]",拌,香辣味,新手尝试,5
918,排骨炖粉条土豆,"[排骨,土豆,粉条]","[花生油,盐,小葱,生姜,大蒜,五香粉,辣椒,白糖,酱油]",炖,家常味,未知,60
919,蒜苗炒肉,"[蒜苗,猪肉]","[花生油,盐,胡椒粉,酱油,白糖,淀粉,料酒]",炒,家常味,初级入门,5
920,干锅杏鲍菇,[杏鲍菇],"[花生油,猪肉,芹菜,盐,豆瓣酱,大蒜,干辣椒,白糖,酱油]",炒,家常味,未知,60
921,红烧肉末茄子,"[猪肉,茄子]","[花生油,香菇,盐,大蒜,酱油,料酒,白糖,鸡精,胡椒粉,豆瓣酱]",烧,咸鲜味,初级入门,30
922,糖醋排骨,[排骨],"[盐,白糖,醋,小葱,生姜,料酒,花生油,淀粉,酱油]",烧,酸甜味,初级入门,60
923,花生火腿炒腊肉,"[腊肉,花生,火腿]","[盐,酱油,花生油,味精,辣椒]",炒,家常味,初级入门,15
924,红烧带鱼,[带鱼],"[花生油,盐,大蒜,生姜,淀粉,料酒,酱油,干辣椒,白糖,大蒜]",烧,家常味,未知,15
925,大蒜苔炒肉,"[蒜薹,猪肉]","[花生油,盐,酱油,生姜,大蒜,干辣椒,豆瓣酱,白糖,花椒,淀粉]",炒,豆瓣味,未知,30
926,脆皮猪肉,[猪肉],"[培根,土豆,口蘑,花生油,盐,洋葱,黄油,白糖,酱油,料酒]",烤,咸鲜味,未知,30
927,凤尾虾鸡肉球披萨,"[小麦面粉,玉米,鱼丸,火腿,鸡肉,虾仁]","[花生油,盐,薄荷,番茄酱,白菜]",烘焙,咸鲜味,初级入门,60
928,羊肉冬瓜馅饼,"[羊肉,冬瓜,小麦面粉]","[料酒,五香粉,生姜,酱油,盐,花生油]",烙,家常味,未知,30
929,照烧鸡肉串,[鸡肉],"[花生油,大葱,盐,胡椒粉,料酒,酱油,白糖]",烧,其它口味,新手尝试,15
930,青椒炒素鸡,"[鸡肉,青椒]","[花生油,胡萝卜,盐,酱油,大葱]",炒,家常味,未知,30
931,淮扬红烧排骨,[排骨],"[花生油,盐,干辣椒,胡椒粉,料酒,酱油,生姜,小葱,八角,大蒜,冰糖]",红烧,咸鲜味,初级入门,60
932,凉拌松花蛋豆腐,"[豆腐,松花蛋]","[大蒜,香菜,酱油,醋,盐,蚝油,花生油]",拌,大蒜香味,新手尝试,5
933,凉拌三丝,"[紫甘蓝,金针菇,黄瓜]","[盐,醋,白糖,花生油]",拌,香辣味,初级入门,15
934,腐乳红烧肉,"[猪肉,腐乳]","[花生油,小葱,生姜,香叶,八角,冰糖,酱油,盐]",炖,甜味,未知,90
935,大蒜香苋菜,"[大蒜,苋菜]","[料酒,花生油,猪肉,盐,生姜,淀粉,鸡精]",炒,大蒜香味,初级入门,5
936,地三鲜,"[茄子,土豆,青椒]","[花生油,盐,小葱,生姜,大蒜,料酒,酱油,白糖,醋,蚝油,花椒,淀粉]",烤,家常味,初级入门,30
937,香辣干锅鸡,[鸡肉],"[花生油,盐,生姜,辣椒酱,辣椒,花椒,大蒜,大葱,八角,桂皮]",烧,香辣味,中级掌勺,30
938,青椒炒玉米,"[玉米,青椒]","[大蒜,小葱,花生油,盐,酱油]",炒,咸鲜味,未知,10
939,丝瓜炒蛋,"[丝瓜,鸡蛋]","[花生油,大蒜,盐,酱油]",炒,家常味,新手尝试,10
940,红烧青鱼,[青鱼],"[花生油,盐,花椒,五香粉,大葱,生姜,大蒜,酱油,白糖]",烧,家常味,初级入门,15
941,干炸带鱼,[带鱼],"[花生油,五香粉,盐,料酒,小麦面粉,大葱,生姜]",炸,鱼香味,未知,30
942,酱爆鸡丁,[鸡肉],"[辣椒,花生油,黄瓜,盐,料酒,胡椒粉,豆瓣酱,淀粉,大葱,白糖]",炒,酱香味,初级入门,5
943,羊肉萝卜汤,"[白萝卜,羊肉]","[盐,生姜,酒酿,料酒]",煮,咸鲜味,未知,2
944,土豆烧鸡,"[鸡肉,土豆]","[花生油,辣椒,酱油,豆瓣酱,料酒,大葱,生姜,盐,冰糖]",烧,家常味,初中水平,60
945,干锅豆腐,[豆腐],"[大葱,猪肉,胡萝卜,黑木耳,生姜,大蒜,豆瓣酱,盐,花生油,辣椒,酱油,白糖]",炒,家常味,未知,15
946,清炒红薯茎,[红薯],"[花生油,醋,酱油,盐,大蒜,辣椒,小葱]",炒,家常味,新手尝试,15
947,可乐鸡翅,"[鸡翅,可乐]","[花生油,干辣椒,盐,生姜,大蒜,大葱,香叶,桂皮,八角]",炖,甜味,新手尝试,15
948,香菇烧肉,"[猪肉,香菇]","[生姜,小葱,料酒,白糖,酱油,花椒,干辣椒,花生油]",烧,酱香味,高级厨师,30
949,地三鲜,"[茄子,土豆,青椒]","[醋,盐,白糖,酱油,鸡精,淀粉,蚝油,花生油,小葱,料酒,花椒,生姜,大蒜]",烤,家常味,初级入门,30
950,香菇焖鸡肉,"[鸡肉,香菇]","[八角,花椒,生姜,花生油,盐,酱油,料酒]",焖,五香味,初级入门,30
951,鱼香肉丝,"[猪肉,黑木耳,胡萝卜]","[花生油,泡椒,蚝油,盐,生姜,白糖,大蒜,大葱,醋,酱油,味精,淀粉]",炒,酸甜味,新手尝试,15
952,豌豆玉米炒虾仁,"[虾仁,玉米,豌豆]","[小葱,辣椒,盐,淀粉,花生油,酱油,鸡精]",炒,咸鲜味,未知,10
953,拌韭菜,[韭菜],"[盐,酱油,辣椒,醋,蚝油]",拌,香辣味,新手尝试,15
954,密制红烧肉,[猪肉],"[生姜,桂皮,淀粉,盐,大葱,冰糖,蚝油,酱油,料酒,八角,小葱,大蒜]",烧,五香味,未知,90
955,锅贴鱼,[草鱼],"[花生油,盐,大葱,生姜,辣椒,大蒜,小麦面粉]",干锅,麻辣味,初中水平,30
956,青椒炒叉烧,"[青椒,猪肉]","[盐,鸡精,大蒜,花生油,酱油]",炒,香辣味,初级入门,15
957,豆瓣酱肉包,"[小麦面粉,豆瓣酱,猪肉]","[苏打粉,香菇,黑木耳,生姜,花生油,五香粉,盐,鸡精,酱油]",蒸,咸鲜味,初中水平,15
958,油焖大虾,[虾],"[花生油,料酒,生姜,大葱,白糖,盐,酱油,八角,桂皮,辣椒,大蒜]",焖,其它口味,未知,30
959,卤肉饭,"[猪肉,大米]","[桂皮,香叶,大葱,花生油,香菇,鸡蛋,洋葱,盐,冰糖,生姜,酱油,五香粉,花椒,八角]",烧,咸鲜味,初中水平,30
960,葱爆羊肉,"[羊肉,大葱]","[花生油,盐,生姜,酱油,料酒,淀粉,胡椒粉,鸡精]",炒,葱香味,初中水平,30
961,扁豆炒肉,"[扁豆,猪肉]","[盐,酱油,花生油,辣椒]",炒,咸鲜味,初级入门,15
962,大蒜香花蛤,"[大蒜,蛤蜊]","[花生油,粉丝,盐,干辣椒,料酒,蚝油]",烤,咸鲜味,未知,30
963,腊味小炒,"[腊肉,油菜,黑木耳]","[花生油,盐,酱油,小葱]",炒,家常味,初级入门,15
964,红烧排骨,[排骨],"[花生油,料酒,八角,盐,干辣椒,胡椒粉,白糖,酱油,大蒜,小葱]",红烧,家常味,初中水平,90
965,大白豆炖猪蹄,"[猪蹄,白豆]","[生姜,胡椒,花椒,料酒,盐,醋,鸡精]",炖,咸鲜味,中级掌勺,30
966,肉末煸炒四季豆,"[四季豆,猪肉]","[花生油,盐,白糖,酱油,生姜,干辣椒,花椒]",干煸,咸鲜味,初级入门,10
967,干锅豆腐,[豆腐],"[大葱,花生油,猪肉,胡萝卜,黑木耳,豆瓣酱,生姜,辣椒,盐,白糖,酱油,大蒜]",炒,豆瓣味,初级入门,30
968,酸萝卜炒肉皮,"[白萝卜,猪皮]","[花生油,盐,蒜苗,酱油]",炒,酸辣味,初中水平,10
969,剁椒茶油蒸猪血,"[猪血,猪肉]","[花生油,辣椒,盐,茶油,生姜,胡椒粉,小葱,料酒]",蒸,香辣味,初级入门,15
970,糥玉米拌豆腐,"[玉米,豆腐]","[花生油,生菜,盐,白糖,辣椒]",煮,咸鲜味,初中水平,30
971,自制皮冻,[猪皮],"[料酒,花生油,生姜,小葱,醋,盐,酒酿,酱油,辣椒油,大蒜,香叶,桂皮,花椒]",煮,家常味,未知,2
972,香菇白菜帮炒饼,"[香菇,白菜,小麦面粉]","[鸡精,胡萝卜,酱油,醋,生姜,小葱,大蒜,花生油,八角,花椒,盐,胡椒粉]",炒,咸鲜味,初级入门,10
973,西红柿炒鸡蛋,"[西红柿,鸡蛋]","[盐,白糖,花生油,小葱,大蒜,料酒]",炒,咸鲜味,新手尝试,10
974,香肠土豆焖饭,"[大米,土豆,香肠]","[花生油,蒜薹,胡萝卜,西红柿,大蒜,酱油,蚝油,盐]",焖,咸鲜味,未知,30
975,糖醋小排,[排骨],"[酱油,大蒜,冰糖,醋,大葱,蚝油,料酒,花生油,盐,芝麻,生姜]",炖,酸甜味,新手尝试,60
976,"空气炸鸡翅,薯条","[鸡翅,土豆]","[花生油,生姜,大蒜,胡椒粉,盐,酱油,料酒]",炸,家常味,初级入门,30
977,菜花炒肉,"[菜花,猪肉]","[花生油,胡萝卜,盐,酱油]",炒,家常味,新手尝试,15
978,肉末蒸茄子,"[茄子,猪肉]","[盐,辣椒,花生油,酱油,蚝油]",蒸,香辣味,初级入门,10
979,洋葱炒鸡蛋,"[洋葱,鸡蛋]","[花生油,盐,辣椒,生姜,酱油,鸡精,大蒜]",炒,家常味,未知,10
980,红烧带鱼,[带鱼],"[酱油,大葱,花生油,盐,淀粉,料酒,干辣椒,白糖,大蒜,生姜,小葱]",烧,家常味,初中水平,60
981,蛋皮肉卷,"[鸡蛋,猪肉,小麦面粉]","[花生油,淀粉,酒酿,酱油,蚝油,白糖,五香粉,胡椒粉,盐]",蒸,家常味,初中水平,15
982,油焖大虾,[虾],"[花生油,盐,白糖,料酒,八角,桂皮,花椒,大蒜,辣椒,生姜,大葱]",焖,香辣味,未知,60
983,三丝炒米粉,"[米粉,胡萝卜,绿豆芽,火腿]","[花生油,盐,酱油,蚝油,小葱]",炒,葱香味,初级入门,10
984,香菇炒荷兰豆,"[香菇,荷兰豆]","[花生油,胡萝卜,盐,蚝油]",炒,家常味,新手尝试,5
985,凉拌萝卜丝,[白萝卜],"[青椒,黑木耳,花生油,大葱,辣椒油,盐,白糖,大蒜,醋,鸡精]",拌,酸辣味,未知,5
986,粉蒸肉,"[肉桂粉,猪肉]","[南瓜,莲藕,盐,料酒,酱油,蚝油,白糖,鸡精,豆瓣酱,花生油]",蒸,香辣味,未知,60
987,红烧排骨,[排骨],"[花生油,酱油,辣椒,料酒,生姜,桂皮,八角,小葱,白糖,盐,胡椒粉]",红烧,五香味,初中水平,10
988,爆炒素腰花,[杏鲍菇],"[花生油,盐,酱油,蚝油,番茄酱,甜椒]",炒,咸鲜味,中级掌勺,15
989,宫保鸡丁盖浇饭,"[鸡肉,花生,黄瓜,大米]","[花生油,大葱,酱油,料酒,醋,干辣椒,白糖,盐,大蒜,生姜]",炒,咸鲜味,新手尝试,15
990,洋葱素鸡炒胡萝卜片,"[鸡肉,洋葱,胡萝卜]","[花生油,酱油,蚝油,盐,大葱,白糖]",炒,家常味,初中水平,10
991,双椒回锅肉,"[猪肉,辣椒]","[花生油,豆瓣酱,酱油,生姜,青椒,黑木耳,大葱,盐,料酒]",炒,豆瓣味,初级入门,10
992,东坡肉粽子,"[猪肉,糯米]","[酱油,酒酿,白糖,盐,生姜]",煮,咸鲜味,初中水平,30
993,茭白烧肉,"[茭白,猪肉]","[花生油,盐,生姜,大蒜,酱油,蚝油,豆瓣酱]",炒,家常味,初级入门,10
994,茄子豆腐粉丝煲,"[茄子,粉丝,豆腐]","[花生油,猪肉,鸡蛋,淀粉,大葱,大蒜,辣椒,酱油,豆瓣酱]",烧,家常味,中级掌勺,10
995,西葫芦木耳炒鸡蛋,"[黑木耳,西葫芦,鸡蛋]","[花生油,盐,鸡精,大蒜]",炒,家常味,初级入门,5
996,羊肉炖土豆,"[羊肉,土豆]","[盐,小葱,生姜,大蒜,料酒,酱油,孜然,白糖,花生油]",炖,咸鲜味,初中水平,60
997,自制香辣干锅排骨,[排骨],"[花生油,土豆,胡萝卜,豆瓣酱,干辣椒,花椒,鸡精,盐,白糖,味精,芝麻,生姜,大蒜]",干煸,香辣味,初级入门,15
998,红烧肉,[猪肉],"[花生油,冰糖,盐,淀粉,生姜,八角,大葱,料酒,酱油,桂皮,小葱,大蒜]",烧,家常味,未知,60
999,木须肉,"[青椒,鸡蛋,黑木耳]","[白糖,大葱,猪肉,花生油,酱油,盐,淀粉,料酒,鸡精]",炒,家常味,新手尝试,5
