id,name,mainFood,subFood,skill,taste,difficulty
933,滑蛋炒虾仁,"[虾仁,鸡蛋]","[花生油,盐,料酒,胡椒粉,小葱,淀粉]",炒,咸鲜味,初级入门
934,卷心菜炒面条,"[面条,卷心菜]","[西红柿,鸡蛋,大葱,花生油,盐,青椒]",炒,家常味,初级入门
935,熘炒素腰花,"[香菇,胡萝卜]","[花生油,盐,白糖,酱油,大葱,生姜,淀粉]",炒,家常味,新手尝试
936,西兰花炒腊肉,"[西兰花,腊肉]","[大蒜,花生油,盐,酱油,鸡精]",炒,咸鲜味,未知
937,豆棍红烧鸭子,"[鸭肉,腐竹]","[酱油,花椒,八角,生姜,大蒜,鸡精,花生油,盐,青椒]",烧,咸鲜味,初级入门
938,新疆大盘鸡,"[土豆,鸡肉,青椒]","[花生油,豆瓣酱,草果,香叶,八角,桂皮,大葱,干辣椒,酱油,白糖,大蒜,鸡精,盐,生姜,花椒,香菜]",炖,麻辣味,初中水平
939,红烧鱼,[鲈鱼],"[豆瓣酱,花生油,料酒,大葱,生姜,大蒜,酱油,盐,白糖,八角]",烧,咸鲜味,初中水平
940,鱼香麻婆豆腐,[豆腐],"[花生油,猪肉,盐,辣椒,大葱,酱油,大蒜,生姜,花椒,干辣椒,豆瓣酱,淀粉]",炒,咸鲜味,初级入门
941,青椒松花蛋,"[松花蛋,青椒]","[生姜,大蒜,大葱,盐,味精,醋,花生油]",拌,大葱香味,中级掌勺
942,美味炒糯米饭,[糯米],"[猪肉,香菇,花生油,盐,料酒,鱿鱼,胡萝卜,青豆]",炒,咸鲜味,初中水平
943,芹菜春卷,"[芹菜,小麦面粉]","[花生油,猪肉,盐,生姜,大蒜,酱油,蚝油,胡椒]",炸,家常味,初级入门
944,西红柿炒金针菇,"[金针菇,西红柿]","[花生油,盐,酱油,香菇,培根,豌豆苗]",炒,家常味,未知
945,香菇猪肉包子,"[小麦面粉,猪肉,香菇]","[干酵母,花生油,盐,鸡精,料酒,生姜,大葱,蚝油]",蒸,咸鲜味,新手尝试
946,完整版梅菜扣肉,"[猪肉,梅干菜]","[八角,酱油,花生油,盐,鸡精,大葱,白糖,料酒,生姜,冰糖,花椒]",蒸,酱香味,初中水平
947,蘸汁豆腐,[豆腐],"[小葱,花生油,蚝油,鸡精,淀粉,泡椒,青椒,五香粉,花椒,醋,酱油,辣椒油]",拌,酸辣味,未知
948,爆炒猪肝,[猪肝],"[花生油,盐,鸡精,豆瓣酱,淀粉,白糖,酱油,辣椒,小葱,生姜,大蒜,料酒,大葱]",炒,香辣味,初级入门
949,香菜羊肉,"[羊肉,香菜]","[干辣椒,大葱,大蒜,生姜,料酒,酱油,鸡精,白糖,盐,花生油,花椒]",炒,家常味,初中水平
950,山药焖鸡,"[鸡肉,山药]","[花生油,盐,辣椒,生姜,大蒜,香菜,酱油]",焖,家常味,中级掌勺
951,西芹清炒鲜百合,"[西芹,百合]","[淀粉,花生油,盐,鸡精,枸杞子,生姜]",炒,家常味,新手尝试
952,鲜蘑肉片,"[猪肉,香菇]","[酱油,花生油,盐,胡椒粉,白糖,淀粉,料酒,大葱,生姜]",炒,咸鲜味,新手尝试
953,肉松小餐包,[小麦面粉],"[鸡蛋,白糖,盐,干酵母,蛋黄,黑芝麻,牛奶,黄油]",烘焙,甜味,初级入门
954,肉炒腐竹,"[腐竹,猪肉]","[花生油,料酒,胡萝卜,大葱,蚝油,酱油,盐,白糖]",炒,家常味,初中水平
955,水煮鱼,[鲤鱼],"[干辣椒,大蒜,料酒,酱油,盐,花生油,辣椒酱,大葱,生姜,鸡蛋]",煮,麻辣味,初级入门
956,蒸茄子,[茄子],"[土豆,胡椒粉,生姜,花生油,辣椒油,酱油,大蒜,胡萝卜,青椒]",蒸,家常味,未知
957,火腿肉松面包,"[香肠,小麦面粉,鸡蛋]","[白糖,盐,干酵母,黄油]",烤,家常味,新手尝试
958,红烧肉,[猪肉],"[花生油,盐,桂皮,香叶,冰糖,酱油,料酒,大葱,生姜,八角,大蒜,小葱]",烧,酱香味,初中水平
959,孜然烤虾,"[虾,孜然]","[料酒,酱油,白糖,盐,花生油,辣椒粉]",烤,香辣味,初级入门
960,奥尔良煎鸡翅,[鸡翅],"[花生油,大葱,料酒,醋,蜂蜜,生姜,大蒜,八角,花椒,酱油,盐]",煎,咸鲜味,初级入门
961,鱼头炖豆腐,"[鱼头,豆腐]","[香菜,盐,大葱,大蒜,生姜]",炖,家常味,未知
962,香菇炒肉皮,"[猪皮,香菇]","[花生油,盐,酱油,生姜,青椒]",炒,家常味,初中水平
963,生姜大葱炒螃蟹,[螃蟹],"[生姜,辣椒,大蒜,大葱,芹菜,淀粉,酱油,盐,花生油]",炒,大蒜香味,初中水平
964,三丝炒河粉,[河粉],"[鸡蛋,花生油,盐,酱油,辣椒,生姜,大蒜,大葱]",炒,咸鲜味,新手尝试
965,白糖醋茄汁鲅鱼罐头,[鲅鱼],"[花生油,白糖,醋,料酒,五香粉,八角,酱油,番茄酱,辣椒酱,大葱,生姜,香叶,花椒,盐,鸡精,辣椒]",焖,酸甜味,初级入门
966,水煮肉片,[猪肉],"[淀粉,花椒,黄豆芽,辣椒粉,豆瓣酱,盐,料酒,大葱,干辣椒,大蒜,辣椒油,酱油,鸡精,白糖]",煮,麻辣味,初中水平
967,大蒜白肉,"[猪肉,大蒜]","[八角,黄瓜,香叶,桂皮,生姜,草果,花椒,酱油,醋,盐,白糖,花生油]",拌,酸辣味,初级入门
968,卤肉酱汤面,"[面条,猪肉]","[蚝油,八角,白糖,大葱,生姜,酱油,花生油]",煮,家常味,新手尝试
969,蒸猪肘肉白菜,"[猪肘,白菜]","[大葱,生姜,酱油,花生油,盐,鸡精]",蒸,家常味,未知
970,鱼香茄子,[茄子],"[豆瓣酱,花生油,盐,醋,白糖,酱油,胡椒粉,大葱,大蒜,淀粉]",炒,鱼香味,中级掌勺
971,砂锅炖鸡翅根,[鸡翅],"[花生油,白糖,大葱,生姜,八角,花椒,香叶,山楂,酱油,料酒,盐]",炖,家常味,初中水平
972,家常炖排骨,[排骨],"[大葱,花生油,盐,桂皮,生姜,料酒,酱油,八角,香叶,干辣椒,冰糖]",炖,咸鲜味,初级入门
973,肉酿南瓜片,"[南瓜,猪肉]","[盐,酱油,花生油,辣椒粉,淀粉]",煎,家常味,初中水平
974,青椒炒鸡柳,"[青椒,鸡肉]","[料酒,五香粉,酱油,花生油,盐,大葱,生姜]",炒,家常味,未知
975,熘肝尖,[猪肝],"[花生油,青椒,胡萝卜,大蒜,白糖,盐,小葱,生姜,料酒,酱油,淀粉]",熘,咸鲜味,初级入门
976,自制凉皮,[小麦面粉],"[盐,大蒜,黄瓜,白糖,大葱,胡萝卜,醋,辣椒粉,苏打粉,香菜]",拌,家常味,初级入门
977,丁丁炒面,[面条],"[花生油,西红柿,白菜,番茄酱,盐,鸡精,酱油,大蒜]",炒,咸鲜味,初级入门
978,炖鸡汤,[鸡肉],"[盐,枸杞子,香菇,木耳菜,松蘑,料酒,大葱,生姜,大蒜,香叶]",炖,咸鲜味,中级掌勺
979,排骨炒菠萝,"[排骨,菠萝]","[白糖,醋,盐,料酒,番茄酱,大蒜,大葱,生姜,花生油,青椒]",炒,酸甜味,未知
980,蘑菇炒肉,"[香菇,猪肉]","[花生油,盐,酱油,鸡精,辣椒,大葱,生姜]",炒,咸鲜味,初级入门
981,火腿咸蛋炒饭,"[大米,火腿,咸鸭蛋]","[花生油,莲藕,胡萝卜,盐,大蒜,料酒]",炒,家常味,初级入门
982,红烧鸭翅,[鸭肉],"[生姜,桂皮,八角,干辣椒,大葱,香叶,蚝油,料酒,花生油,酱油,冰糖]",炖,咸鲜味,新手尝试
983,清蒸桂花鱼,[桂鱼],"[酱油,大葱,生姜,花生油,白糖,蚝油,料酒,盐]",蒸,其它口味,未知
984,豆腐干毛豆肉丝炒双椒,"[毛豆,豆腐干,猪肉,辣椒]","[花生油,盐,胡椒粉,酱油,大蒜,生姜,淀粉]",炒,家常味,初级入门
985,海鲜菜泡饭,"[虾仁,文蛤,虾米,大米]","[盐,香菇,芹菜,小白菜,胡椒粉,生姜,料酒]",煮,咸鲜味,未知
986,秋葵炒牛肉,"[牛肉,秋葵]","[大蒜,生姜,酱油,青椒,盐,花生油]",炒,大蒜香味,未知
987,西红柿炖土豆牛肉汤,"[西红柿,牛肉,土豆]","[冰糖,冬瓜,盐,番茄酱,酱油,小葱,大蒜,生姜]",炖,酸甜味,初中水平
988,白菜猪肉饺子,"[白菜,猪肉,小麦面粉]","[酱油,盐,五香粉,生姜,胡椒粉]",煮,家常味,初级入门
989,干锅鸡,[鸡肉],"[花生油,盐,生姜,大蒜,大葱,八角,桂皮,辣椒酱,辣椒,花椒]",烧,麻辣味,新手尝试
990,西葫芦炒木耳菜,"[西葫芦,木耳菜]","[花生油,盐,蚝油,酱油,大蒜,辣椒]",炒,家常味,新手尝试
991,茄丁酱肉蒸饺,"[猪肉,茄子,小麦面粉]","[豆瓣酱,大蒜,料酒,生蚝]",蒸,酱香味,未知
992,素炒甜椒紫甘蓝,"[紫甘蓝,甜椒]","[大蒜,花椒,盐,鸡精,醋,花生油]",炒,其它口味,初中水平
993,泡菜猪肉,"[猪肉,泡菜]","[大蒜,辣椒酱,辣椒粉,白糖,花生油,盐]",炒,酸辣味,未知
994,蚂蚁上树,"[猪肉,粉丝]","[大蒜,胡椒粉,豆瓣酱,花生油,生姜,大葱,料酒,酱油,盐]",煮,豆瓣酱味,初中水平
995,红烧肉,[猪肉],"[盐,酱油,冰糖,淀粉,生姜,桂皮,大葱,八角,香叶,花生油,料酒,大蒜]",烧,五香味,初中水平
996,炸肉块,[猪肉],"[花生油,鸡蛋,小麦面粉,盐,胡椒粉,生姜,料酒,酱油,淀粉]",炸,家常味,未知
997,大蒜蒸鲜贝,"[鲜贝,大蒜]","[粉丝,黑木耳,盐,小葱,花生油]",蒸,咸鲜味,未知
998,剁椒炖海皇鱼,"[黄花鱼,泡椒]","[花生油,盐,大葱,生姜,大蒜,醋,料酒,酱油,白糖,味精]",炖,家常味,初级入门
999,凉拌茄子,[茄子],"[醋,花生油,酱油,辣椒,白糖,蚝油,味精,大葱,大蒜,盐]",蒸,家常味,新手尝试
